icao	lat	lon	type	size	fuel	name
VA98	37.8282	-76.2733	civil	762	0	Reedville, Reedville, Virginia, United States
VA99	37.906	-76.2905	civil	671	0	Federhart-Ophelia, Reedville, Virginia, United States
VAAH	23.0712	72.6264	civil	3510	1	Ahmedabad, Ahmedabad, India
VAAK	20.6978	77.0589	civil	1211	0	Akola, Akola, India
VAAU	19.8636	75.3986	civil	2285	0	Aurangabad, Aurangabad, India
VABB	19.0908	72.8667	civil	6427	1	Chhatrapati Shivaji Intl, Mumbai, India
VABI	22	82.0667	civil	3267	1	Bilaspur, Bilaspur, India
VABJ	23.2869	69.6706	civil	2543	0	Bhuj, Bhuj, India
VABM	15.8575	74.6186	civil	1802	0	Belgaum, Belgaum, India
VABO	22.3294	73.2194	civil	3844	1	Vadodara, Vadodara, India
VABP	23.2869	77.3369	civil	3865	1	Bhopal, Bhopal, India
VABV	21.7536	72.1911	civil	1921	0	Bhavnagar, Bhavnagar, India
VADN	20.4351	72.8438	civil	2801	1	Daman, Daman, India
VADS	24.2665	72.206	civil	856	0	Deesa, Deesa, India
VADU	20.714	70.9215	civil	2904	1	Diu, Diu, India
VAGO	15.3742	73.8258	military	3429	1	Dabolim Navy, Goa, India
VAHB	15.3635	75.0891	civil	1670	0	Hubli, Hubli, India
VAID	22.7228	75.8064	civil	2287	0	Devi Ahilyabai Holkar, Indore, India
VAJB	23.1828	80.0619	civil	1374	1	Jabalpur, Jabalpur, India
VAJJ	19.0972	72.8347	civil	2609	0	Juhu, Mumbai, India
VAJM	22.4633	70.0117	military	5029	1	Jamnagar AB, Jamnagar, India
VAK	61.5336	-165.584	civil	796	0	Chevak, Chevak, Alaska, United States
VAKD	21.8569	76.3331	civil	890	0	Khandwa, Khandwa, India
VAKE	23.1117	70.1014	civil	1524	0	Gandhidham, Kandla, India
VAKJ	24.8199	79.9184	civil	1820	1	Khajuraho, Khajuraho, India
VAKP	16.6657	74.2912	civil	1370	1	Kolhapur, Kolhapur, India
VAKS	21.3144	70.2694	civil	1373	0	Junagadh, Keshod, India
VANP	21.0911	79.0497	civil	5145	1	Nagpur, Nagpur, India
VANR	19.9626	73.8071	civil	1378	0	Nasik Road, Nasik Road, India
VAOZ	20.1206	73.9132	civil	3008	1	Ozar, Ozar, India
VAPO	18.5833	73.92	military	4425	1	Pune AB, Pune, India
VAPR	21.6497	69.6589	civil	2367	1	Porbandar, Porbandar, India
VARG	17.1611	73.3289	civil	1097	0	Ratnagiri, Ratnagiri, India
VARK	22.3089	70.7797	civil	2487	0	Rajkot, Rajkot, India
VARP	21.1803	81.7403	civil	1954	1	Raipur, Raipur, India
VASL	17.6264	75.935	civil	1310	0	Sholapur, Sholapur, India
VASU	21.1153	72.7428	civil	1402	0	Surat, Surat, India
VAUD	24.6176	73.8944	civil	2284	1	Udaipur, Udaipur, India
VC0A	8.05019	80.9805	civil	2286	1	Minneriya, Minneriya, Sri Lanka
VC0B	8.74107	80.498	civil	1542	0	Vavuniya, Vavuniya, Sri Lanka
VC0C	6.55188	79.9786	civil	975	0	Katukurunda, Katukurunda, Sri Lanka
VC0D	7.95611	80.7284	civil	1829	0	Sigiriya, Sigiriya, Sri Lanka
VCBI	7.18019	79.8853	civil	3360	1	Bandaranaike Intl, Colombo, Sri Lanka
VCCA	8.3	80.4267	military	1219	0	Anuradhapura AB, Anuradhapura, Sri Lanka
VCCB	7.70379	81.678	military	1066	0	Batticaloa AB, Batticaloa, Sri Lanka
VCCC	6.82306	79.885	civil	1839	1	Ratmalana, Colombo, Sri Lanka
VCCG	7.33667	81.6283	civil	1097	0	Amparai, Gal Oya, Sri Lanka
VCCJ	9.79194	80.0678	military	2299	1	Kankesanturai AB, Jaffna, Sri Lanka
VCCK	5.99401	80.3206	civil	958	1	Koggala, Koggala, Sri Lanka
VCCT	8.53972	81.1825	military	2225	0	China Bay AB, Trincomalee, Sri Lanka
VCCW	6.25	81.2333	military	1237	0	Wirawila AB, Wirawila, Sri Lanka
VDBG	13.094	103.223	civil	1606	0	Battambang, Battambang, Cambodia
VDKH	12.2552	104.564	civil	2400	1	Kampong Chhnang, Kampong Chhnang, Cambodia
VDKK	11.6186	102.996	civil	1260	1	Koh Kong, Koh Kong, Cambodia
VDKT	12.4852	106.063	civil	1100	0	Kratie, Kratie, Cambodia
VDMK	12.4606	107.191	civil	1965	0	Mondulkiri, Mondulkiri, Cambodia
VDPP	11.5439	104.847	civil	3005	1	Pochentong Intl, Phnom Penh, Cambodia
VDRK	13.7294	106.988	civil	1282	0	Ratanakiri, Ratanakiri, Cambodia
VDSR	13.4103	103.812	civil	2565	1	Siem Reap, Siem Reap, Cambodia
VDST	13.5333	106.017	civil	1331	0	Stung Treng, Stung Treng, Cambodia
VDSV	10.5853	103.63	civil	1200	0	Sihanukville, Sihanukville, Cambodia
VE0E	23.6313	86.9752	civil	1097	0	Burnpur, Burnpur, India
VE0F	27.5514	95.5708	civil	2010	0	Sookerating, Sookerating, India
VE0M	20.5114	83.4473	civil	1280	1	Nuagaon, Nuagaon, India
VE0Q	24.2011	86.287	civil	919	0	Giridih, Giridih, India
VE0T	26.7043	89.3689	civil	4572	1	Hasimara, Hasimara, India
VE0U	19.0744	82.0366	civil	1704	1	Jagdalpur, Jagdalpur, India
VE0W	27.9426	96.1341	civil	1373	0	Teju New, Teju New, India
VE1C	24.0228	84.0946	civil	930	0	Daltonganj, Daltonganj, India
VE1G	22.3395	87.2145	civil	2743	0	Kalaikunda, Kalaikunda, India
VE1I	20.5496	85.8863	civil	2743	0	Cuttack, Cuttack, India
VE1J	25.7826	84.7634	civil	942	0	Chapra, Chapra, India
VE1L	26.1932	85.9172	civil	2743	1	Darbhanga, Darbhanga, India
VE1N	28.6028	94.1258	civil	1340	1	Machuka, Machuka, India
VEAN	28.1749	94.8021	civil	282	0	Along, Along, India
VEAT	23.89	91.2422	civil	2577	1	Agartala, Agartala, India
VEAZ	23.7332	92.8008	civil	1274	0	Turial, Aizwal, India
VEBA	22.5067	88.2967	civil	861	0	Behala, Behala, India
VEBD	26.6783	88.3267	military	2743	1	Baghdogra AB, Baghdogra, India
VEBI	25.7028	91.9811	civil	1829	0	Barapani, Shillong, India
VEBK	23.6435	86.1489	civil	1615	0	Bokaro, Bokaro, India
VEBR	22.781	88.3589	civil	2240	0	Barrackpore, Barrackpore, India
VEBS	20.2467	85.8185	civil	3525	1	Bhubaneshwar, Bhubaneshwar, India
VECA	27.4622	95.1177	civil	2744	1	Chabua, Chabua, India
VECC	22.6531	88.4492	civil	6007	1	Netaji Subhash Chandra Bose I, Kolkata, India
VECK	22.4656	86.7103	civil	2220	0	Chakulia, Chakulia, India
VECO	26.3303	89.4708	civil	1068	0	Cooch Behar, Cooch Behar, India
VEDB	23.834	86.4253	civil	1136	0	Dhanbad, Dhanbad, India
VEDZ	27.9889	94.2233	civil	945	0	Daparijo, Daparijo, India
VEE	67.0227	-146.414	civil	1250	0	Venetie, Venetie, Alaska, United States
VEGK	26.74	83.45	military	2743	0	Gorakhpur AB, Gorakhpur, India
VEGT	26.1044	91.5886	civil	2749	1	Guwahati, Guwahati, India
VEGY	24.7475	84.9447	civil	3805	1	Gaya, Gaya, India
VEHK	21.5792	84.0061	civil	1276	0	Hirakud, Hirakud, India
VEIM	24.7642	93.8996	civil	2753	1	Tulihal, Imphal, India
VEJH	21.9142	84.0508	civil	1900	0	Jharsuguda, Jharsuguda, India
VEJP	18.88	82.552	civil	921	1	Jeypore, Jeypore, India
VEJS	22.8167	86.1667	civil	1042	0	Jamshedpur, Jamshedpur, India
VEJT	26.73	94.175	military	2743	0	Jorhat AB, Jorhat, India
VEKM	24.1317	91.8142	civil	1372	0	Kamalpur, Kamalpur, India
VEKR	24.3078	92.0092	civil	1006	0	Kailashahar, Kailashahar, India
VEKU	24.9119	92.9792	civil	1792	0	Silchar, Silchar, India
VELP	23.8388	92.6236	civil	2501	0	Lengpui, Lengpui, India
VELR	27.2906	94.0969	civil	1646	0	Lilabari, North Lakhimpur, India
VEMH	25.0111	88.1306	civil	1099	0	Malda, Malda, India
VEMN	27.4806	95.0217	civil	1830	0	Dibrugarh, Dibrugarh, India
VEMR	25.885	93.77	military	2240	0	Dimapur AB, Dimapur, India
VEMZ	26.1169	85.315	civil	1218	0	Muzaffarpur, Muzaffarpur, India
VENP	20.87	82.5196	civil	1030	0	Nawapara, Nawapara, India
VEPG	28.1	95.3833	civil	1006	1	Pasighat, Pasighat, India
VEPH	23.4733	87.4297	civil	2195	1	Panagarh, Panagarh, India
VEPT	25.5933	85.0942	civil	2120	0	Patna, Patna, India
VEPU	25.7601	87.4093	civil	2743	0	Purnea, Purnea, India
VERC	23.3136	85.3233	civil	2725	0	Birsa Munda, Ranchi, India
VERK	22.2611	84.8097	civil	1219	0	Rourkela, Rourkela, India
VERL	26.9667	84.8333	civil	1097	0	Raxaul, Raxaul, India
VERU	26.1397	89.91	civil	1829	0	Rupsi, Rupsi, India
VETZ	26.71	92.7843	civil	2743	0	Tezpur, Tezpur, India
VEUK	20.0977	83.1835	civil	914	0	Utkela, Utkela, India
VEVZ	17.7211	83.2247	civil	3293	1	Vishakhapatnam, Vishakhapatnam, India
VG00	37.3699	-75.9469	civil	610	0	Mears Field, Eastville, Virginia, United States
VG01	37.0624	-78.5617	civil	884	0	Eureka, Keysville, Virginia, United States
VG05	37.8796	-78.0575	civil	701	0	Payne, Tabscott, Virginia, United States
VG06	37.7251	-79.0831	civil	914	0	Fulcher Family Farms, Amherst, Virginia, United States
VG07	38.3721	-77.8272	civil	457	0	Rular, Remington, Virginia, United States
VG09	37.2278	-75.9833	civil	1524	0	Starbase, Cape Charles, Virginia, United States
VG10	37.9279	-78.5514	civil	305	0	Cathro, Charlottesville, Virginia, United States
VG12	38.3335	-77.8664	civil	579	0	Simpsonville, Rhoadesville, Virginia, United States
VG16	36.6251	-80.1706	civil	579	0	Collins, Patrick Springs, Virginia, United States
VG18	38.8159	-78.7703	civil	683	0	Sky Bryce, Basye, Virginia, United States
VG19	37.9907	-75.5919	civil	826	0	Sawyer, New Church, Virginia, United States
VG20	37.6751	-75.7099	civil	884	0	Onley, Onley, Virginia, United States
VG21	37.6576	-76.4372	water	999	0	Irvington Marina, Irvington, Virginia, United States
VG22	37.8796	-78.8936	civil	610	0	Rockfish Arpk, Wintergreen, Virginia, United States
VG23	38.9279	-77.5628	civil	602	0	Smith, Arcola, Virginia, United States
VG24	37.7818	-77.4939	civil	610	0	Mayers, Ashland, Virginia, United States
VG25	37.3485	-79.572	civil	853	0	Robinson/Private/, Bedford, Virginia, United States
VG26	37.4585	-75.8788	civil	1012	0	Kellam Field, Weirwood, Virginia, United States
VG27	37.2693	-79.4359	civil	335	0	Windy Ridge, Bedford, Virginia, United States
VG28	36.549	-77.1914	civil	701	0	Mann, Boykins, Virginia, United States
VG30	37.2257	-75.9774	civil	1067	0	Scott Farm Strip, Cape Charles, Virginia, United States
VG31	38.7134	-78.8639	civil	457	0	Sager Field, Broadway, Virginia, United States
VG32	37.6143	-78.6036	civil	841	0	Eastview, Buckingham, Virginia, United States
VG33	37.1546	-75.9569	civil	914	0	Bull Farm, Cape Charles, Virginia, United States
VG34	36.5846	-78.5008	civil	724	0	Merifield, Clarksville, Virginia, United States
VG36	37.0382	-78.4628	civil	564	0	Keysville, Keysville, Virginia, United States
VG37	36.5893	-76.638	civil	777	0	Umphlett Airstrip, Whaleyville, Virginia, United States
VG38	37.3696	-78.0831	civil	610	0	Easter Field, Amelia, Virginia, United States
VG39	37.2208	-76.0075	civil	610	0	Earth, Cape Charles, Virginia, United States
VG40	36.8836	-79.8523	civil	610	0	Woody Field, Rocky Mount, Virginia, United States
VG42	37.2524	-77.1527	civil	823	0	Henshaw, Hopewell, Virginia, United States
VG43	38.3064	-78.0989	civil	343	0	Arrowpoint, Madison, Virginia, United States
VGBR	22.7989	90.3012	civil	1562	0	Barisal, Barisal, Bangladesh
VGCB	21.4498	91.9648	civil	2072	1	Cox's Bazar, Cox's Bazar, Bangladesh
VGCM	23.4377	91.1895	civil	652	0	Comilla, Comilla, Bangladesh
VGEG	22.257	91.8222	civil	2944	1	Shah Amanat (Rm) Intl, Chittagong, Bangladesh
VGIS	24.1526	89.0494	civil	1423	0	Ishurdi, Ishurdi, Bangladesh
VGJR	23.1838	89.1609	civil	2426	0	Jessore, Jessore, Bangladesh
VGRJ	24.4387	88.6163	civil	1837	1	Rajshahi, Rajshahi, Bangladesh
VGSD	25.7604	88.9085	civil	1838	1	Saidpur, Saidpur, Bangladesh
VGSH	24.3988	91.9169	civil	656	0	Shamshernagar, Shamshernagar, Bangladesh
VGSY	24.9613	91.8716	civil	2589	1	Osmany Intl, Sylhet, Bangladesh
VGTJ	23.7784	90.3828	civil	656	0	Tejgaon, Dhaka, Bangladesh
VGZR	23.8433	90.3978	civil	3210	1	Zia Intl, Dhaka, Bangladesh
VHHH	22.3089	113.915	civil	7600	1	Hong Kong Intl, Hong Kong, Hong Kong SAR
VHHX	22.317	114.203	civil	3331	1	Hong Kong Intl (old), Hong Kong, Hong Kong SAR
VHSK	22.4366	114.08	civil	1882	0	Sek Kong, Sek Kong, Hong Kong SAR
VI0C	28.0763	76.205	civil	1048	0	Bhilwara, Bhilwara, India
VI0P	29.7146	77.037	civil	914	0	Karnal, Karnal, India
VI0S	29.3878	73.9039	civil	2740	1	Suratgarh New, Suratgarh New, India
VI1B	29.9605	78.0683	civil	711	0	Hardiwar, Hardiwar, India
VI1E	34.6519	77.378	civil	3057	1	Thoise, Thoise, India
VI1K	33.3777	74.3152	civil	1008	0	Rajaori, Rajaori, India
VI1M	32.9374	79.2132	civil	2744	0	Fukche, Fukche, India
VI1O	28.1057	75.3778	civil	1026	0	Jhunjhunu, Jhunjhunu, India
VI1P	29.8495	74.023	civil	975	0	Lallgarh, Lallgarh, India
VI1Q	28.3488	75.5937	civil	1166	0	Pilani New, Pilani New, India
VI1R	30.8213	76.8917	civil	935	0	Kalka, Kalka, India
VI1T	27.2083	73.7114	civil	1174	1	Nagaur, Nagaur, India
VI1V	26.5204	80.2329	civil	878	0	Kalyanpur, Kalyanpur, India
VI1W	26.0001	78.2618	civil	1227	0	Band Tal, Band Tal, India
VI1Y	30.5846	78.3307	civil	1001	0	Bharkot, Bharkot, India
VI22	18.3386	-64.9407	water	3499	1	Charlotte Amalie Harbor, Charlotte Amalie St Thomas, Puerto Rico
VIAG	27.1583	77.9617	military	4557	1	Agra AB, Agra, India
VIAL	25.44	81.7367	civil	3780	1	Allahabad, Allahabad, India
VIAM	30.3687	76.8151	civil	4768	1	Ambala, Ambala, India
VIAR	31.7047	74.8031	civil	4207	1	Amritsar, Amritsar, India
VIAW	33.8766	74.9757	civil	3213	1	Awantipur, Awantipur, India
VIAX	31.4332	75.7608	civil	2755	0	Adampur, Adampur, India
VIBK	28.0725	73.2068	civil	2731	0	Nal, Nal, India
VIBL	26.9884	80.8931	civil	2804	0	Bakshi Ka Talab, Bakshi Ka Talab, India
VIBN	25.4513	82.8586	civil	2208	0	Varanasi, Varanasi, India
VIBR	31.8772	77.1567	civil	1128	0	Kullu Manali, Kullu Manali, India
VIBT	30.2701	74.7558	civil	2804	0	Bhatinda, Bhatinda, India
VIBW	28.8377	76.1776	civil	1065	0	Bhiwani, Bhiwani, India
VIBY	28.4217	79.45	military	2744	1	Bareilly AB, Bareilly, India
VICG	30.6783	76.785	military	2743	0	Chandigarh AB, Chandigarh, India
VICX	26.4033	80.4117	military	4206	1	Chakeri AB, Kanpur, India
VIDD	28.5844	77.2081	civil	1356	0	Safdarjung, Delhi, India
VIDF	29.5928	80.2398	civil	1369	1	Pithorgarh, Pithorgarh, India
VIDN	30.1903	78.1817	civil	1157	1	Dehradun, Dehradun, India
VIDP	28.5686	77.1133	civil	6652	1	Indira Gandhi Intl, Delhi, India
VIDX	28.7077	77.3586	civil	2743	0	Hindon, Hindon, India
VIGG	32.1699	76.2637	civil	1189	0	Kangra, Kangra, India
VIGN	24.6547	77.3473	civil	909	0	Guna, Guna, India
VIGR	26.295	78.2283	military	2734	1	Maharajpur AB, Gwalior, India
VIHR	29.1806	75.7533	civil	1219	0	Hissar, Hissar, India
VIHX	30.7485	75.6298	civil	2739	0	Halwara, Halwara, India
VIJN	25.4833	78.5667	civil	1296	1	Jhansi, Jhansi, India
VIJO	26.2617	73.0467	military	2925	1	Jodhpur AB, Jodhpur, India
VIJP	26.8239	75.8033	civil	4123	1	Jaipur, Jaipur, India
VIJR	26.8894	70.8647	civil	2760	1	Jaisalmer, Jaisalmer, India
VIJU	32.6917	74.8367	civil	1881	0	Jammu, Jammu, India
VIKA	26.4403	80.3647	civil	1126	0	Kanpur, Kanpur, India
VIKL	34.5243	76.1559	civil	1830	0	Kargil, Kargil, India
VIKO	25.1597	75.8489	civil	1218	0	Kota, Kota, India
VILD	30.8528	75.9578	civil	1463	0	Ludhiana, Ludhiana, India
VILH	34.1357	77.5457	civil	3252	1	Leh, Leh, India
VILK	26.7617	80.8853	civil	3580	1	Lucknow, Lucknow, India
VIPK	32.2298	75.6328	military	2774	1	Pathankot AB, Pathankot, India
VIPL	30.3152	76.3633	civil	1167	0	Patiala, Patiala, India
VIPT	29.0322	79.4742	civil	1097	0	Nainital, Pantnagar, India
VIRB	26.2504	81.3808	civil	1768	0	Fursatganj, Fursatganj, India
VISA	29.5606	75.0061	civil	2739	0	Sirsa, Sirsa, India
VISM	31.0777	77.0725	civil	1127	0	Shimla, Shimla, India
VISP	29.9943	77.4242	civil	2743	1	Sarsawa, Sarsawa, India
VISR	33.9883	74.775	military	3673	1	Srinagar AB, Srinagar, India
VIST	24.5625	80.8544	civil	1753	0	Satna, Satna, India
VIUT	25.813	71.4823	civil	2744	1	Uttarlai, Uttarlai, India
VIUX	32.9022	75.1552	civil	2761	0	Udhampur, Udhampur, India
VIV	-9.30955	150.324	civil	1300	0	Vivigani, Vivigani, Papua New Guinea
VLHS	20.2583	100.436	civil	1500	0	Ban Houeisay, Ban Houeisay, Laos
VLLB	19.8986	102.162	civil	1832	0	Luang Prabang, Luang Prabang, Laos
VLLN	21.05	101.467	civil	1350	0	Luang Namtha, Luang Namtha, Laos
VLOS	20.6806	101.997	civil	1200	0	Oudomsay, Oudomsay, Laos
VLPS	15.1333	105.781	civil	1627	0	Pakse, Pakse, Laos
VLPV	19.4547	103.218	civil	960	0	Phonesavanh, Phonesavanh, Laos
VLSB	19.2417	101.708	civil	1300	0	Sayaboury, Sayaboury, Laos
VLSK	16.55	104.76	civil	1633	0	Savannakhet, Savannakhet, Laos
VLSV	15.7097	106.411	civil	1500	0	Saravane, Saravane, Laos
VLVT	17.9883	102.563	civil	3006	1	Wattay Intl, Vientiane, Laos
VLVV	18.9242	102.451	civil	1166	0	Vang Vieng, Vang Vieng, Laos
VLXG	19.454	103.154	civil	2400	1	Xieng Khouang North, Xieng Khouang, Laos
VLXK	19.45	103.158	civil	1500	0	Xieng Khouang, Xieng Khouang, Laos
VMMC	22.1494	113.591	civil	3367	1	Macau Intl, Macau, Macao SAR
VNBG	29.5389	81.1853	civil	654	0	Bajhang, Bajhang, Nepal
VNBJ	27.1475	87.0508	civil	536	0	Bhojpur, Bhojpur, Nepal
VNBL	28.2128	83.6664	civil	614	0	Baglung, Baglung, Nepal
VNBP	27.6781	84.4294	civil	1167	0	Bharatpur, Bharatpur, Nepal
VNBR	29.5036	81.6683	civil	538	0	Bajura, Bajura, Nepal
VNBT	29.4653	80.5492	civil	541	0	Baitadi, Baitadi, Nepal
VNBW	27.5072	83.4181	civil	1523	0	Bhairahawa, Bhairahawa, Nepal
VNCG	26.5703	88.0758	civil	1488	0	Chandragadhi, Chandragadhi, Nepal
VNCJ	28.627	82.1938	civil	488	0	Chaurijhari, Chaurijhari, Nepal
VNDG	28.1122	82.2925	civil	813	0	Dang, Dang, Nepal
VNDH	28.7533	80.5819	civil	1501	0	Dhangadhi, Dhangadhi, Nepal
VNDL	29.6692	80.5483	civil	561	0	Darchula, Darchula, Nepal
VNDP	28.9858	82.8192	civil	458	0	Dolpa, Dolpa, Nepal
VNDT	29.2631	80.9361	civil	431	0	Doti, Doti, Nepal
VNGK	28.0389	84.4658	civil	1097	0	Gorkha, Gorkha, Nepal
VNJL	29.2739	82.1897	civil	671	0	Jumla, Jumla, Nepal
VNJP	26.7108	85.9244	civil	993	0	Janakpur, Janakpur, Nepal
VNJS	28.7822	83.7225	civil	610	0	Jomsom, Jomsom, Nepal
VNKT	27.6972	85.3578	civil	3057	1	Tribhuvan Intl, Kathmandu, Nepal
VNLD	27.2531	86.67	civil	524	0	Lamidada, Lamidada, Nepal
VNLK	27.6878	86.7314	civil	493	0	Lukla, Lukla, Nepal
VNMG	27.5772	84.2283	civil	1067	0	Meghauli, Meghauli, Nepal
VNMN	28.9607	80.1466	civil	892	0	Mahendranagar, Mahendranagar, Nepal
VNNG	28.1017	81.6664	civil	1523	1	Nepalgunj, Nepalgunj, Nepal
VNPK	28.2	83.9817	civil	1433	1	Pokhara, Pokhara, Nepal
VNRB	26.5106	86.7383	civil	1280	0	Rajbiraj, Rajbiraj, Nepal
VNRC	27.3939	86.0614	civil	519	0	Ramechhap, Ramechhap, Nepal
VNRT	27.3036	86.5506	civil	566	0	Rumjatar, Rumjatar, Nepal
VNSI	27.1628	84.9809	civil	1219	0	Simara, Simara, Nepal
VNSK	28.5858	81.6353	civil	1065	0	Surkhet, Surkhet, Nepal
VNSR	29.2361	81.2156	civil	427	0	Sanfebagar, Sanfebagar, Nepal
VNST	29.9711	81.8189	civil	550	0	Simikot, Simikot, Nepal
VNTR	27.3172	87.1953	civil	1246	1	Tumlingtar, Tumlingtar, Nepal
VNVT	26.4842	87.2644	civil	1487	0	Biratnagar, Biratnagar, Nepal
VO0A	15.1655	76.8813	civil	1100	0	Bellary, Bellary, India
VO0G	9.15389	77.8212	civil	1209	0	Kovilpatti, Kovilpatti, India
VO0I	17.5535	78.5249	civil	2095	0	Hakimpet, Hakimpet, India
VO0J	19.1804	77.3183	civil	1280	0	Nander, Nander, India
VO0Z	14.5351	75.7874	civil	1491	1	Harihar, Harihar, India
VO1X	8.72295	78.0271	civil	1351	0	Tuticorin Southwest, Tuticorin Southwest, India
VOAR	13.0667	79.6833	civil	3365	1	Arkonam, Arkonam, India
VOAT	10.857	72.1915	civil	1203	1	Agatti, Agatti, India
VOBG	12.9509	77.6658	civil	3352	1	Bangalore, Bangalore, India
VOBR	17.9079	77.4858	civil	4192	1	Bidar, Bidar, India
VOBZ	16.5264	80.7983	civil	1745	0	Vijayawada, Vijayawada, India
VOCB	11.0305	77.0419	civil	2299	0	Coimbatore, Coimbatore, India
VOCC	9.945	76.2717	civil	3251	1	Cochin, Cochin, India
VOCI	10.1522	76.4081	civil	3399	1	Cochin Intl, Cochin, India
VOCL	11.1381	75.9504	civil	2860	1	Karipur, Calicut, India
VOCP	14.51	78.7728	civil	1097	1	Cuddapah, Cuddapah, India
VOCX	9.15	92.8167	military	2286	1	Car Nicobar AB, Car Nicobar, India
VODG	17.6317	78.4033	civil	4587	1	Dundigul Iaf Academy, Dundigul, India
VODK	15.8333	79.5	civil	3291	1	Dunakonda, Dunakonda, India
VOHY	17.4533	78.4625	civil	2779	0	Hyderabad, Hyderabad, India
VOMD	9.83361	78.0894	civil	3233	1	Madurai, Madurai, India
VOMF	18.4105	76.4651	civil	1608	1	Murod Kond, Murod Kond, India
VOML	12.9619	74.89	civil	1618	1	Mangalore, Mangalore, India
VOMM	12.9949	80.1755	civil	5693	1	Chennai Intl, Chennai, India
VOMY	12.2292	76.6583	civil	2011	0	Mysore, Mysore, India
VONS	16.5411	79.3179	civil	1646	1	Nagarjuna Sagar, Nagarjuna Sagar, India
VOPB	11.6458	92.735	civil	1764	1	Port Blair, Port Blair, India
VOPC	11.9673	79.8164	civil	1219	0	Pondicherry, Pondicherry, India
VOPN	14.1467	77.7917	civil	2237	0	Sri Sathya Sai, Prasanthinilayam, India
VORY	17.1087	81.8206	civil	1752	0	Rajahmundry, Rajahmundry, India
VOSM	11.7802	78.0647	civil	1834	0	Salem, Salem, India
VOSX	11.0128	77.1613	civil	4009	1	Sulur, Sulur, India
VOTJ	10.72	79.1028	civil	1859	0	Tanjore, Tanjore, India
VOTP	13.6317	79.5433	civil	2300	0	Tirupati, Tirupati, India
VOTR	10.7642	78.7161	civil	3236	1	Tiruchirappalli, Tiruchirappalli, India
VOTV	8.47778	76.9208	civil	3405	1	Trivandrum, Trivandrum, India
VOTX	12.905	80.12	civil	3255	1	Tambaram, Tambaram, India
VOWA	17.9144	79.6022	civil	3303	1	Warangal, Warangal, India
VOYK	13.135	77.605	military	2049	0	Yelahanka AB, Yelahanka, India
VQPR	27.4035	89.4251	civil	1988	0	Paro, Paro, Bhutan
VRMG	-0.69325	73.1556	civil	2467	1	Gan, Gan Island, Maldives
VRMH	6.7457	73.1692	civil	1225	1	Hanimaadhoo, Hanimaadhoo Island, Maldives
VRMK	1.85833	73.5197	civil	1224	1	Kadhdhoo, Kadhdhoo Island, Maldives
VRMM	4.19165	73.5291	civil	3215	1	Male Intl, Male, Maldives
VRMT	0.488397	72.9962	civil	1224	1	Kaadedhdhoo, Kaadedhdhoo Island, Maldives
VT01	44.2826	-72.9373	civil	610	0	Teal Farm, Huntington, Vermont, United States
VT02	43.1473	-72.8851	civil	762	0	Red Fox, Bondville, Vermont, United States
VT03	44.0887	-72.9809	civil	366	0	Maule's Roost, Lincoln, Vermont, United States
VT06	43.0044	-72.4737	civil	610	0	Santa's, Putney, Vermont, United States
VT09	44.1136	-73.2903	civil	610	0	Spencer, Addison, Vermont, United States
VT10	43.9814	-73.3857	civil	671	0	Manning Personal Airstrip, Bridport, Vermont, United States
VT11	44.0687	-73.3734	civil	1920	0	Ass-Pirin Acres, Addison, Vermont, United States
VT12	44.2912	-73.2832	civil	549	0	E.A.Deeds Farm, Charlotte, Vermont, United States
VT13	43.3001	-72.7176	civil	343	0	Holloway, Chester, Vermont, United States
VT14	44.0451	-73.1896	civil	366	0	Axinn, Weybridge, Vermont, United States
VT15	44.7039	-73.246	civil	762	0	Savage Island, Grand Isle, Vermont, United States
VT17	43.369	-72.6743	civil	488	0	Smith, Ludlow, Vermont, United States
VT20	43.3667	-73.1482	civil	533	0	Mach Personal Strip, Pawlet, Vermont, United States
VT22	44.4014	-73.2671	civil	579	0	Shelburne Farms, Shelburne, Vermont, United States
VT23	44.3709	-73.2504	civil	762	0	Bostwick Farm, Shelburne, Vermont, United States
VT24	43.932	-73.3701	civil	701	0	Torrey, Shoreham, Vermont, United States
VT25	44.4167	-73.1662	civil	527	0	Sky Acres, South Burlington, Vermont, United States
VT26	44.6345	-73.3068	civil	610	0	Allenholm, South Hero, Vermont, United States
VT29	44.2264	-72.7954	civil	305	0	Mad River Fly-In, Waitsfield, Vermont, United States
VT30	44.1626	-72.834	civil	320	0	Ketcham Lndg Area, Waitsfield, Vermont, United States
VT31	44.1112	-72.444	civil	457	0	Carriers Skypark, Washington, Vermont, United States
VT33	44.1056	-73.3779	civil	1219	0	Yankee Kingdom, West Addison, Vermont, United States
VT34	43.0601	-72.492	civil	366	0	Major W. Guth, Westminster, Vermont, United States
VT39	44.6076	-72.4804	civil	610	0	Taylor, Wolcott, Vermont, United States
VT41	42.9242	-72.5298	civil	549	0	Moore's Field, Brattleboro, Vermont, United States
VT42	44.5126	-72.6071	civil	518	0	Two Tails, Morrisville, Vermont, United States
VT43	43.0192	-72.6529	civil	610	0	Onyon, Townshend, Vermont, United States
VT44	44.5267	-72.5815	civil	610	0	Perras Field, Morrisville, Vermont, United States
VT45	44.5173	-72.9793	civil	457	0	Davis Pvt, Jericho, Vermont, United States
VT46	44.872	-73.2865	civil	610	0	Northern Lights, Alburg, Vermont, United States
