icao	lat	lon	type	size	fuel	name
HEDK	25.4117	29.0017	civil	2494	1	Dakhla, Dakhla, Egypt
HEEE	29.8111	28.5477	civil	1753	0	Malan Frein, Malan Frein, Egypt
HEEM	30.0747	31.1914	civil	1153	0	Embaba, Giza, Egypt
HEGN	27.1786	33.8008	civil	7010	1	Hurghada Intl, Hurghada, Egypt
HEGR	31.0733	34.1494	civil	4803	1	El Gora, El Gora, Egypt
HEGS	30.8198	30.1912	civil	5771	1	Jiyanklis New, Jiyanklis New, Egypt
HEKG	25.4736	30.5908	civil	3511	1	El Kharga, El Kharga, Egypt
HELX	25.6708	32.7064	civil	3008	1	Luxor Intl, Luxor, Egypt
HEMA	25.5571	34.582	civil	3007	1	Marsa Alam Intl, Marsa Alam, Egypt
HEMM	31.3253	27.2217	civil	6004	1	Mersa Matruh, Mersa Matruh, Egypt
HEOC	29.8122	30.8233	civil	2008	0	October, 6th Of October, Egypt
HEOW	22.5833	28.7161	civil	3512	1	Shark El Oweinat Intl, Shark El Oweinat, Egypt
HEPS	31.2794	32.24	civil	2348	0	Port Said, Port Said, Egypt
HESC	28.6853	34.0625	civil	2120	0	St Catherine Intl, St Catherine, Egypt
HESH	27.9786	34.3933	civil	6169	1	Sharm El Sheikh Intl, Sharm El Sheikh, Egypt
HESN	23.9644	32.82	civil	3413	1	Aswan Intl, Aswan, Egypt
HETB	29.5879	34.7782	civil	7004	1	Taba Intl, Taba, Egypt
HETR	28.2089	33.6456	civil	2998	0	El Tor, El Tor, Egypt
HEXX	28.9757	31.6987	civil	6085	1	Wadi Abu Rish, Wadi Abu Rish, Egypt
HFD	-3.7017	143.058	civil	944	0	Hayfield, Hayfield, Papua New Guinea
HHAS	15.285	38.9017	civil	4954	1	Asmara Intl, Asmara, Eritrea
HHMS	15.6	39.4333	civil	1890	0	Massawa, Massawa, Eritrea
HHSB	13.0667	42.6333	civil	3500	1	Assab Intl, Assab, Eritrea
HHTS	15.1167	36.6833	civil	1900	0	Tessenai, Tessenai, Eritrea
HI01	22.2092	-159.446	civil	1085	0	Princeville, Hanalei, Hawaii, United States
HI02	19.9022	-155.166	civil	640	0	Peleau, Hakalau, Hawaii, United States
HI03	22.0413	-159.39	civil	488	0	Hanamaulu Airstrip, Hanamaulu, Hawaii, United States
HI05	20.0836	-155.502	civil	549	0	Honokaa Airstrip, Honokaa, Hawaii, United States
HI13	19.7886	-155.85	civil	899	0	Puu Waa Waa Ranch, Kailua/Kona, Hawaii, United States
HI23	19.5475	-155.108	civil	549	0	Mountain View Airstrip, Mountain View, Hawaii, United States
HI25	19.1228	-155.578	civil	610	0	Kaalaiki Airstrip, Naalehu, Hawaii, United States
HI27	20.0283	-155.388	civil	427	0	Upper Paauilo Airstrip, Paauilo, Hawaii, United States
HI28	19.2162	-155.469	civil	503	0	Pahala Airstrip, Pahala, Hawaii, United States
HI29	19.2275	-155.509	civil	599	0	Upper Paauau, Pahala, Hawaii, United States
HI31	19.7639	-155.138	civil	549	0	Mauna Kea-Honolii, Papaikou, Hawaii, United States
HI32	19.8447	-155.113	civil	610	0	Pepeekeo Airstrip, Pepeekeo, Hawaii, United States
HI33	21.9424	-159.44	civil	732	0	Haiku Airstrip, Puhi, Hawaii, United States
HI36	-14.2292	-169.511	civil	661	0	Tau, Tau Village, United States
HI46	21.9658	-159.427	civil	610	0	Hi 23 Airstrip, Puhi, Hawaii, United States
HI49	21.1479	-157.259	civil	585	0	Panda, Kaunakakai, Hawaii, United States
HI99	28.3833	-178.3	civil	1219	1	Sand Island, Kure Atol, Hawaii, United States
HK0A	-1.406	35.0081	civil	2079	0	Mara Serena, Mara Serena, Kenya
HK0B	3.92506	41.224	civil	1001	0	Rhamu, Rhamu, Kenya
HK0C	-0.008944	36.3712	civil	1202	0	Nyahururu, Nyahururu, Kenya
HK0D	-1.37279	37.9781	civil	950	0	Kitui, Kitui, Kenya
HK0E	0.598567	34.7303	civil	1100	0	Webuye, Webuye, Kenya
HK0F	-1.29848	35.0638	civil	2812	1	Musiara, Musiara, Kenya
HK0G	0.029497	37.024	civil	4023	1	Laikipia Air Base, Laikipia Air Base, Kenya
HK0H	-3.98342	39.7311	civil	1695	0	Bamburi, Bamburi, Kenya
HKAM	-2.63583	37.2509	civil	1200	0	Amboseli, Amboseli, Kenya
HKBA	0.463944	34.1341	civil	1000	0	Busia, Busia, Kenya
HKBR	-1.10264	39.9509	civil	1003	0	Bura East, Bura East, Kenya
HKED	0.530583	35.2675	civil	1340	0	Eldoret, Eldoret, Kenya
HKEL	0.404458	35.2389	civil	3499	1	Eldoret Intl, Eldoret, Kenya
HKFG	3.48036	35.8342	civil	1000	0	Ferguson's Gulf, Kalokol, Kenya
HKGA	-0.463428	39.6483	civil	1097	1	Garissa, Garissa, Kenya
HKGT	0.530583	38.5176	civil	1000	0	Garba Tula, Garba Tula, Kenya
HKIS	0.34725	37.6009	civil	1524	0	Isiolo, Isiolo, Kenya
HKJK	-1.31924	36.9278	civil	4124	1	Jomo Kenyatta, Nairobi, Kenya
HKKE	-1.58592	35.2508	civil	1300	0	Keekorok, Keekorok, Kenya
HKKG	0.263944	34.7841	civil	1200	0	Kakamega, Kakamega, Kenya
HKKI	-0.08533	34.73	civil	2042	0	Kisumu, Kisumu, Kenya
HKKL	-2.91914	38.0675	civil	3200	1	Kilaguni, Kilaguni, Kenya
HKKR	-0.413778	35.2508	civil	1235	0	Kericho, Kericho, Kenya
HKKT	0.897222	34.9508	civil	1448	0	Kitale, Kitale, Kenya
HKLG	4.33028	35.7008	civil	1097	0	Lokitaung, Lokitaung, Kenya
HKLK	4.20412	34.3472	civil	1789	1	Lokichogio, Lokichogio, Kenya
HKLO	3.12467	35.6086	civil	1003	0	Lodwar, Lodwar, Kenya
HKLT	-2.90247	37.5175	civil	1000	0	Loitokitok, Loitokitok, Kenya
HKLU	-2.25234	40.9131	civil	2573	1	Lamu/Manda, Lamu/Manda, Kenya
HKLY	2.74706	36.7175	civil	1100	1	Loyangalani, Loyangalani, Kenya
HKMA	3.93396	41.8444	civil	1058	1	Mandera, Mandera, Kenya
HKMB	2.34708	37.9842	civil	1000	0	Marsabit, Marsabit, Kenya
HKMG	-1.95	36.2833	civil	1750	0	Magadi, Magadi, Kenya
HKMI	0.947222	36.8022	civil	914	0	Kisima, Maralal, Kenya
HKMK	0.230611	38.1842	civil	1000	0	Mulika Lodge, Meru, Kenya
HKML	-3.22324	40.1005	civil	2530	1	Malindi, Malindi, Kenya
HKMO	-4.02641	39.5993	civil	4687	1	Moi, Mombasa, Kenya
HKMR	-3.73575	39.0342	civil	1130	0	Mackinnon Road, Mackinnon Road, Kenya
HKMT	-2.71917	38.2009	civil	1402	0	Mtito Andei, Mtito Andei, Kenya
HKMU	-2.28586	37.8342	civil	914	0	Makindu, Makindu, Kenya
HKMY	3.46911	39.102	civil	1300	1	Moyale Lower, Moyale Lower, Kenya
HKNI	-0.366667	36.9667	civil	1200	0	Nyeri, Nyeri, Kenya
HKNK	-0.302694	36.1508	civil	1709	0	Lanet, Nakuru, Kenya
HKNO	-1.15261	35.7675	civil	1829	0	Narok, Narok, Kenya
HKNV	-0.802639	36.4342	civil	1100	0	Naivasha, Naivasha, Kenya
HKNW	-1.32127	36.815	civil	3020	1	Wilson, Nairobi, Kenya
HKNY	-0.069361	37.0342	civil	1200	0	Nanyuki, Nanyuki, Kenya
HKRE	-1.27829	36.8605	civil	2438	0	Eastleigh, Nairobi, Kenya
HKSB	0.530583	37.5342	civil	1000	0	Buffalo Spring, Samburu South, Kenya
HKVO	-3.36911	38.5342	civil	1280	0	Voi, Voi, Kenya
HKWJ	1.73316	40.0915	civil	2802	1	Waghala, Wajir, Kenya
HL0A	26.5675	12.8231	civil	2850	0	Ubari, Ubari, Libya
HL0B	32.5423	22.7454	civil	3591	1	Martubah, Martubah, Libya
HL0C	32.4948	13.2901	civil	994	0	Sidi Salih, Sidi Salih, Libya
HL0D	31.7392	13.954	civil	1800	0	Beni Walid, Beni Walid, Libya
HL0E	21.6875	21.831	civil	5640	1	Matan AS Sarra, Matan AS Sarra, Libya
HL0F	24.1859	14.5328	civil	5225	1	Al Wigh, Al Wigh, Libya
HL0G	31.9985	21.1918	civil	3608	1	Al Khadim, Al Khadim, Libya
HL0H	32.5253	20.8751	civil	1303	0	Al Marj, Al Marj, Libya
HL0I	31.9757	20.0269	civil	1000	0	Qaryat Al Karmal, Qaryat Al Karmal, Libya
HL0J	29.2129	21.592	civil	2997	0	Nafurah 1, Nafurah 1, Libya
HL0K	27.2401	14.6563	civil	3392	1	Taminhint, Taminhint, Libya
HL0L	31.8613	23.907	civil	9021	1	Gamal Abd El Nasser, Gamal Abd El Nasser, Libya
HL0M	32.4529	23.1186	civil	3400	1	Al Bumbah North, AS Sallum, Libya
HL0N	29.8743	23.3472	civil	3506	1	Al Booster, Al Booster, Libya
HL0O	29.1981	16.001	civil	4185	1	Al Jufra, Al Jufra, Libya
HL0P	27.2573	21.6181	civil	3600	1	Al Khuwaymat, Al Khuwaymat, Libya
HL0Q	26.3324	13.4221	civil	1500	0	Bir Umran, Bir Umran, Libya
HL0R	29.1392	16.1603	civil	1985	0	Waddan, Waddan, Libya
HL0S	27.6534	14.2718	civil	3598	1	Brach, Brach, Libya
HL0T	28.5033	19.0028	civil	2284	0	Beda M3, Beda M3, Libya
HL0V	32.3248	15.0607	civil	3395	1	Misurata, Misurata, Libya
HL0W	32.4734	11.8979	civil	6401	1	Okba Ibn Nafa, Okba Ibn Nafa, Libya
HL0X	25.3568	16.81	civil	3804	1	Waw Al Kabir, Waw Al Kabir, Libya
HL0Y	30.643	18.3208	civil	2100	0	Matratin, Matratin, Libya
HL0Z	31.7056	14.9111	civil	3893	1	Nanur, Nanur, Libya
HLAG	30.7651	20.1914	civil	1024	0	Agedabia, Agedabia, Libya
HLAM	29.4795	21.1224	civil	3803	1	Amal V12, Amal V12, Libya
HLB	39.3445	-85.2583	civil	1508	0	Hillenbrand Industries, Batesville, Indiana, United States
HLDB	28.975	17.5867	civil	2800	0	Eddib V7, Eddib V7, Libya
HLFL	28.7954	22.0809	civil	2149	0	Bu Attifel, Bu Attifel, Libya
HLGD	31.0617	16.5917	civil	3660	1	Gardabya, Sirte, Libya
HLGL	28.6385	21.438	civil	3011	1	Warehouse 59e, Warehouse 59e, Libya
HLGT	25.1369	10.145	civil	5111	1	Ghat, Ghat, Libya
HLHM	30.7017	12.4867	civil	1650	0	Hamada Nc-5, Hamada Nc-5, Libya
HLKF	24.1769	23.3153	civil	3611	1	Kufra, Kufra, Libya
HLLB	32.0975	20.2708	civil	7203	1	Benina, Benghazi, Libya
HLLM	32.8944	13.2778	civil	5545	1	Mitiga, Tripoli, Libya
HLLQ	32.7942	21.9639	civil	4937	1	Labraq, El Beida, Libya
HLLS	27.0097	14.4306	civil	4938	1	Sebha, Sebha, Libya
HLLT	32.6694	13.1567	civil	5897	1	Tripoli Intl, Tripoli, Libya
HLMB	30.3781	19.5764	civil	2200	0	Marsa Brega, Marsa Brega, Libya
HLML	27.975	22.3583	civil	2200	0	Messla, Messla, Libya
HLNF	30.5	18.5272	civil	3319	1	Ras Lanuf Oil, Ras Lanuf Oil, Libya
HLNM	29.5133	12.945	civil	2500	0	Hamada Nc-8, Hamada Nc-8, Libya
HLON	29.1333	15.95	civil	1800	0	Hon, Hon, Libya
HLRA	29.47	17.9312	civil	2098	0	Dahra, Dahra, Libya
HLSA	27.6583	22.5083	civil	2200	0	Sarir C-4, Sarir C-4, Libya
HLTD	30.1167	9.51667	civil	2920	1	Ghadames, Ghadames, Libya
HLTS	28.6084	19.3082	civil	2000	0	Tebesty V-9, Tebesty V-9, Libya
HLWA	28.29	19.9467	civil	2100	0	Waha 59-A, Waha 59-A, Libya
HLZA	28.5901	17.2942	civil	3543	1	Zella 74, Zella 74, Libya
HLZG	29.045	20.7817	civil	1717	0	Oxy 103 A, Oxy 103 A, Libya
HLZT	28.9534	19.7718	civil	1800	0	Zelten, Zelten, Libya
HLZU	30.875	20.07	civil	3476	1	Zueitina, Zueitina, Libya
HLZW	32.98	12.015	civil	1800	0	Zwara, Zwara, Libya
HMY	35.0264	-97.2316	civil	611	0	Muldrow Ahp, Muldrow Ahp, Oklahoma, United States
HNE	61.9014	-147.304	civil	335	0	Tahneta Pass, Tahneta Pass Lodge, Alaska, United States
HRR	63.8662	-148.969	civil	890	0	Healy River, Healy, Alaska, United States
HRYG	-1.67683	29.2592	civil	1020	0	Gisenyi, Gisenyi, Rwanda
HRYN	-2.33333	30.2	civil	1100	1	Nemba, Nemba, Rwanda
HRYR	-1.96656	30.1331	civil	3500	1	Kigali Intl, Kigali, Rwanda
HRYU	-1.5	29.6333	civil	1480	0	Ruhengeri, Ruhengeri, Rwanda
HRZA	-2.45931	28.9084	civil	1450	0	Kamembe, Kamembe, Rwanda
HSAK	7.78333	33	civil	1097	0	Akobo, Akobo, Sudan
HSAT	17.7133	34.0536	civil	1800	1	Atbara, Atbara, Sudan
HSAW	8.76667	27.4	civil	914	1	Aweil, Aweil, Sudan
HSBR	6.2	31.5667	civil	1280	1	Bor, Bor, Sudan
HSCG	18.75	37	civil	1470	0	Carthago, Carthago, Sudan
HSDB	18.025	30.9583	civil	1400	0	Ed Debba, Ed Debba, Sudan
HSDL	12.0833	29.6833	civil	1372	0	Dilling, Dilling, Sudan
HSDN	19.1536	30.4294	civil	3012	1	Dongola, Dongola, Sudan
HSDZ	11.7914	34.3361	civil	2500	1	Damazin, Damazin, Sudan
HSFS	13.6167	25.3167	civil	5219	1	El Fasher, El Fasher, Sudan
HSGF	14.1333	35.3167	civil	1000	0	Gedaref, Gedaref, Sudan
HSGN	13.4889	22.45	civil	3604	1	Geneina, Geneina, Sudan
HSGO	18.8667	28.1167	civil	914	1	Gogrial, Gogrial, Sudan
HSKA	15.3869	36.3292	civil	2504	1	Kassala, Kassala, Sudan
HSKP	4.78333	33.5833	civil	1058	0	Kapoeta, Kapoeta, Sudan
HSLI	11.0333	29.75	civil	1052	1	Kadugli, Kadugli, Sudan
HSMD	4.91556	29.4661	civil	1500	1	Maridi, Maridi, Sudan
HSMR	18.45	31.8333	civil	1500	1	Merowe, Merowe, Sudan
HSNH	12.6667	28.3333	civil	1097	1	El Nahud, El Nahud, Sudan
HSNL	12.0667	24.9	civil	1500	1	Nyala, Nyala, Sudan
HSNM	3.61667	32.1333	civil	1188	0	Nimuli, Nimuli, Sudan
HSNW	15.3556	35.7278	civil	1500	0	New Halfa, New Halfa, Sudan
HSOB	13.1592	30.2486	civil	2500	1	El Obeid, El Obeid, Sudan
HSPI	6.78333	33.1	civil	1097	0	Pibor, Pibor, Sudan
HSPN	19.4331	37.2331	civil	2509	1	Port Sudan, Port Sudan, Sudan
HSRJ	8.46667	25.6833	civil	914	1	Raga, Raga, Sudan
HSRN	11.75	32.8	civil	1097	0	Renk, Renk, Sudan
HSSJ	4.87222	31.5931	civil	4050	1	Juba, Juba, Sudan
HSSM	9.55833	31.65	civil	1829	1	Malakal, Malakal, Sudan
HSSP	19.5765	37.2159	civil	2000	0	Port Sudan, Port Sudan, Sudan
HSSS	15.5847	32.5569	civil	2986	1	Khartoum, Khartoum, Sudan
HSSW	21.75	31.5083	civil	2000	1	Wadi Halfa, Wadi Halfa, Sudan
HSTO	7.26667	28.9833	civil	917	0	Tong, Tong, Sudan
HSTR	4.4	32.5833	civil	1097	0	Torit, Torit, Sudan
HSTU	5.6	27.45	civil	1247	1	Tumbura, Tumbura, Sudan
HSWW	7.73333	27.9833	civil	3900	1	Wau, Wau, Sudan
HSYA	4.56667	28.3833	civil	1219	0	Yambio, Yambio, Sudan
HSYL	6.56667	30.5	civil	1097	1	Yirol, Yirol, Sudan
HSZA	12.9	23.4833	civil	1188	0	Zalingei, Zalingei, Sudan
HTAR	-3.36673	36.6205	civil	1639	0	Arusha, Arusha, Tanzania
HTBU	-1.33333	31.8167	civil	1053	0	Bukoba, Bukoba, Tanzania
HTCH	-8.55	33.4333	civil	1332	0	Chunya, Chunya, Tanzania
HTDA	-6.87811	39.2026	civil	4053	1	Dar-Es-Salaam Intl, Dar-Es-Salaam, Tanzania
HTDO	-6.17036	35.7494	civil	1725	1	Dodoma, Dodoma, Tanzania
HTIR	-7.67056	35.7503	civil	2964	1	Iringa, Iringa, Tanzania
HTIY	-6.71667	32.1	civil	914	1	Inyonga, Inyonga, Tanzania
HTKA	-4.88508	29.6702	civil	1821	0	Kigoma, Kigoma, Tanzania
HTKD	-4.93333	35.7667	civil	732	1	Kondoa, Kondoa, Tanzania
HTKI	-8.91667	39.4833	civil	1950	0	Kilwa Masoko, Kilwa, Tanzania
HTKJ	-3.42941	37.0745	civil	3576	1	Kilimanjaro Intl, Kilimanjaro, Tanzania
HTKO	-6.15	36.4167	civil	1368	0	Kongwa, Kongwa, Tanzania
HTKT	-5.83333	34.9333	civil	1000	1	Kilimatinde, Kilimatinde, Tanzania
HTLI	-9.83333	39.7833	civil	4839	1	Lindi, Lindi, Tanzania
HTLM	-3.36667	35.8167	civil	1220	0	Lake Manyara, Lake Manyara, Tanzania
HTMA	-7.89906	39.6688	civil	1600	0	Mafia, Mafia, Tanzania
HTMB	-8.91506	33.4567	civil	1569	0	Mbeya, Mbeya, Tanzania
HTMC	-3.18333	33.8	civil	882	0	Maswa, Maswa, Tanzania
HTMD	-3.5	33.6167	civil	1860	0	Mwadui, Mwadui, Tanzania
HTMG	-6.8	37.65	civil	1068	0	Morogoro, Morogoro, Tanzania
HTMI	-10.7333	38.7667	civil	1273	0	Masasi, Masasi, Tanzania
HTMO	-4.91667	38.2333	civil	1285	1	Mombo, Mombo, Tanzania
HTMP	-6.35	31.0833	civil	1450	1	Mpanda, Mpanda, Tanzania
HTMS	-3.36667	37.3167	civil	2748	0	Moshi, Moshi, Tanzania
HTMT	-10.3361	40.182	civil	3427	1	Mtwara, Mtwara, Tanzania
HTMU	-1.49861	33.8014	civil	1600	1	Musoma, Musoma, Tanzania
HTMV	-6.3745	34.8987	civil	914	0	Mvumi, Mvumi, Tanzania
HTMW	-2.44413	32.9319	civil	3303	1	Mwanza, Mwanza, Tanzania
HTNA	-10.3667	38.8	civil	1793	0	Nachingwea, Nachingwea, Tanzania
HTNG	-6.71747	38.1538	civil	2408	0	Ngerengere, Ngerengere, Tanzania
HTNJ	-9.35	34.8	civil	1890	1	Njombe, Njombe, Tanzania
HTPE	-5.25481	39.8094	civil	1525	0	Chake Chake, Pemba, Tanzania
HTSE	-4.08333	37.7	civil	1143	0	Same, Same, Tanzania
HTSH	-8.35	35.3	civil	1328	1	Mafinga, Sao Hill, Tanzania
HTSN	-2.41667	34.8333	civil	2310	1	Seronera, Seronera, Tanzania
HTSO	-10.6833	35.5833	civil	1625	1	Songea, Songea, Tanzania
HTSU	-7.95039	31.6667	civil	1402	0	Sumbawanga, Sumbawanga, Tanzania
HTSY	-3.6	33.5	civil	2000	0	Ibadakuli, Shinyanga, Tanzania
HTTB	-5.07361	32.8286	civil	3341	1	Tabora, Tabora, Tanzania
HTTG	-5.09999	39.0666	civil	2653	0	Tanga, Tanga, Tanzania
HTTU	-11.1	37.3667	civil	1021	1	Tunduru, Tunduru, Tanzania
HTUK	-2.05	33.05	civil	914	0	Nansio, Ukerewe, Tanzania
HTUR	-5.06667	32.05	civil	1524	0	Urambo, Urambo, Tanzania
HTUT	-8.01667	38.8	civil	640	0	Utete, Utete, Tanzania
HTUV	-5.05	30.3833	civil	914	0	Uvinza, Uvinza, Tanzania
HTWK	-3.05	37	civil	1237	0	West Kilimanjaro, West Kilimanjaro, Tanzania
HTZA	-6.21875	39.2246	civil	2473	0	Kisauni, Zanzibar, Tanzania
HU0A	3.3304	31.75	civil	1000	0	Adjumani, Adjumani, Uganda
HUAR	3.05	30.9167	civil	1707	1	Arua, Arua, Uganda
HUEN	0.040814	32.4405	civil	6072	1	Entebbe Intl, Entebbe, Uganda
HUGU	2.79949	32.2751	civil	3046	1	Gulu, Gulu, Uganda
HUJI	0.45	33.2	civil	1332	0	Jinja, Jinja, Uganda
HUKO	2.95333	34.1222	civil	1600	0	Kotido, Kotido, Uganda
HUKS	0.188292	30.1016	civil	2388	1	Kasese, Kasese, Uganda
HULI	2.25	32.9167	civil	846	0	Lira, Lira, Uganda
HUMA	-0.55	30.6	civil	1371	0	Mbarara, Mbarara, Uganda
HUMI	1.75	31.75	civil	2010	0	Masindi, Masindi, Uganda
HUMO	2.51667	34.5833	civil	1496	1	Moroto, Moroto, Uganda
HUS	66.0411	-154.263	civil	1221	0	Hughes, Hughes, Alaska, United States
HUSO	1.72231	33.6187	civil	2603	0	Soroti, Soroti, Uganda
HUTO	0.683333	34.1667	civil	1707	0	Tororo, Tororo, Uganda
HWI	58.1274	-134.756	water	3048	1	Hawk Inlet, Hawk Inlet, Alaska, United States
HX02	15.4433	-87.8983	civil	1006	0	La Lima, La Lima, Honduras
HYG	55.2063	-132.828	water	999	0	Hydaburg, Hydaburg, Alaska, United States
HYL	55.4816	-132.646	water	999	1	Hollis, Hollis, Alaska, United States
I04	41.46	-90.4929	water	3048	1	Quad-City, Moline, Illinois, United States
I05	37.5408	-87.9518	civil	4587	1	Sturgis Mun, Sturgis, Kentucky, United States
I08	45.1435	-114.929	civil	533	0	Cabin Creek USFS, Big Creek Ranger Statio, Idaho, United States
I10	39.801	-81.5363	civil	1162	0	Noble Co, Caldwell, Ohio, United States
I12	40.2413	-84.151	civil	2435	0	Sidney Mun, Sidney, Ohio, United States
I16	37.6004	-81.5593	civil	1128	0	Kee, Pineville, West Virginia, United States
I17	40.1647	-84.3084	civil	1216	0	Piqua, Piqua, Ohio, United States
I18	38.9298	-81.8195	civil	1220	0	Jackson Co, Ravenswood, West Virginia, United States
I19	39.6917	-83.9902	civil	1207	0	Greene Co-Jackson Regl, Dayton, Ohio, United States
I21	39.9048	-85.9242	civil	1912	0	Indianapolis Brookside, Indianapolis, Indiana, United States
I22	40.1689	-84.9257	civil	1807	0	Randolph Co, Winchester, Indiana, United States
I23	39.5704	-83.4205	civil	1554	0	Fayette Co, Washington Court House, Ohio, United States
I25	37.4168	-81.529	civil	821	0	Welch Mun, Welch, West Virginia, United States
I27	42.8469	-91.3807	civil	520	0	Elkader, Elkader, Iowa, United States
I32	38.1334	-83.538	civil	792	0	Morehead-Rowan Co, Morehead, Kentucky, United States
I34	39.3269	-85.5225	civil	1047	0	Greensburg-Decatur Co, Greensburg, Indiana, United States
I35	36.8598	-83.361	civil	823	0	Tucker-Guthrie Meml, Harlan, Kentucky, United States
I38	39.1325	-84.8286	civil	481	0	Action Airpark, Hardenstown, Indiana, United States
I39	37.6308	-84.3323	civil	1373	0	Madison, Richmond, Kentucky, United States
I40	40.3092	-81.8534	civil	1249	0	Downing, Coshocton, Ohio, United States
I41	38.457	-82.3138	civil	701	0	Newlon, Huntington, West Virginia, United States
I42	38.5834	-86.4625	civil	845	0	Paoli Mun, Paoli, Indiana, United States
I43	38.9814	-82.5779	civil	1587	0	Rhodes, Jackson, Ohio, United States
I44	39.7659	-84.3433	civil	1189	0	Dayton-New Lebanon, Dayton, Ohio, United States
I48	40.4025	-91.1651	civil	1038	0	Carthage, Carthage, Illinois, United States
I50	37.8501	-83.8458	civil	914	0	Stanton, Stanton, Kentucky, United States
I53	37.3095	-85.0588	civil	914	0	Liberty-Casey Co, Liberty, Kentucky, United States
I54	40.0201	-83.8285	civil	1038	0	Mad River, Tremont City, Ohio, United States
I61	39.8892	-85.1633	civil	1219	0	Hagerstown, Hagerstown, Indiana, United States
I62	39.8626	-84.4333	civil	762	0	Brookville, Brookville, Ohio, United States
I63	39.9875	-90.8042	civil	1220	0	Mt Sterling Mun, Mt Sterling, Illinois, United States
I64	41.2931	-82.3707	civil	1158	0	Wakeman, Wakeman, Ohio, United States
I66	39.5029	-83.8631	civil	1030	0	Clinton, Wilmington, Ohio, United States
I67	39.2589	-84.7743	civil	1479	0	Cincinnati West, Harrison, Ohio, United States
I68	39.4622	-84.2518	civil	1373	0	Lebanon-Warren Co, Lebanon, Ohio, United States
I69	39.0784	-84.2102	civil	1087	0	Clermont Co, Batavia, Ohio, United States
I71	39.6542	-81.8032	civil	1067	0	Morgan Co, McConnelsville, Ohio, United States
I72	40.0489	-86.1578	civil	914	0	Westfield, Westfield, Indiana, United States
I73	39.6826	-84.2408	civil	1067	0	Moraine Air Park, Dayton, Ohio, United States
I74	40.1333	-83.7536	civil	2256	0	Grimes, Urbana, Ohio, United States
I75	41.0522	-93.6897	civil	1220	0	Osceola Mun, Osceola, Iowa, United States
I76	40.7863	-86.1464	civil	1220	0	Peru Mun, Peru, Indiana, United States
I80	40.0036	-85.9647	civil	1091	0	Noblesville, Noblesville, Indiana, United States
I83	38.602	-86.14	civil	835	0	Salem Mun, Salem, Indiana, United States
I84	39.737	-82.0985	civil	727	0	Crooksville, Crooksville, Ohio, United States
I86	39.6916	-82.1978	civil	1065	0	Perry Co, New Lexington, Ohio, United States
I89	38.0268	-81.1198	civil	613	0	Fayette, Fayetteville, West Virginia, United States
I91	38.0425	-87.3178	civil	701	0	Boonville, Boonville, Indiana, United States
I93	37.7851	-86.4419	civil	1067	0	Breckinridge Co, Hardinsburg, Kentucky, United States
I94	37.7626	-81.9082	civil	838	0	McDonald, Taplin, West Virginia, United States
I95	40.6107	-83.6436	civil	1280	0	Hardin Co, Kenton, Ohio, United States
I96	37.0853	-85.3472	civil	792	0	Columbia-Adair Co, Columbia, Kentucky, United States
I99	40.2325	-85.6375	civil	789	0	Alexandria, Alexandria, Indiana, United States
IA00	41.52	-94.3627	civil	579	0	Jukam's Landing, Menlo, Iowa, United States
IA01	41.3514	-95.4664	civil	792	0	Ridge, Oakland, Iowa, United States
IA02	42.262	-90.5801	civil	640	0	Hoff, Bellevue, Iowa, United States
IA03	42.5222	-92.4946	civil	396	0	Lemons, Cedar Falls, Iowa, United States
IA05	40.8517	-92.8585	civil	914	0	Rathbun Lake, Centerville, Iowa, United States
IA06	41.3833	-92.1835	civil	597	0	Sig-Nor, Sigourney, Iowa, United States
IA07	40.7667	-93.3002	civil	1250	0	Grismore, Corydon, Iowa, United States
IA08	42.2781	-94.5517	civil	799	0	Riedesel Private, Lohrville, Iowa, United States
IA11	41.2939	-93.6655	civil	305	0	Too Short, Indianola, Iowa, United States
IA12	43.0972	-93.4022	civil	762	0	Lloyd's Field, Clear Lake, Iowa, United States
IA15	42.8869	-91.9361	civil	747	0	Hawk Field, Hawkeye, Iowa, United States
IA16	41.7083	-91.5002	civil	549	0	Picayune, Iowa City, Iowa, United States
IA17	42.623	-92.5013	civil	610	0	Bluebird, Janesville, Iowa, United States
IA18	42.4708	-92.0885	civil	610	0	Poyner, Jesup, Iowa, United States
IA20	42.1347	-91.5835	civil	695	0	Pete's Patch, Alburnett, Iowa, United States
IA21	41.6	-90.3835	civil	457	0	Schurr, Leclaire, Iowa, United States
IA22	40.9384	-91.4035	civil	503	0	Orr-Port, New London, Iowa, United States
IA23	42.8089	-91.0982	civil	774	0	Gaa Private, Guttenberg, Iowa, United States
IA24	41.755	-91.7277	civil	1219	0	Green Castle, Oxford, Iowa, United States
IA25	41.8006	-91.4399	civil	762	0	Bartlett Field, Solon, Iowa, United States
IA26	40.8084	-91.8085	civil	805	0	Carter Field, Stockport, Iowa, United States
IA27	40.9778	-92.5877	civil	716	0	Antique Airfield, Blakesburg, Iowa, United States
IA28	42.0583	-91.6902	civil	701	0	Sherman, Hiawatha, Iowa, United States
IA30	42.3	-90.7501	civil	457	0	Kleis, Zwingle, Iowa, United States
IA31	42.7666	-93.246	civil	728	0	Beeds Lake, Hampton, Iowa, United States
